"symbol","name","market","asset_type","country"
"6989.T","北陸電気工業","TSE","equity","japan"
"6993.T","大黒屋ホールディングス","TSE","equity","japan"
"6994.T","指月電機製作所","TSE","equity","japan"
"6995.T","東海理化電機製作所","TSE","equity","japan"
"6996.T","ニチコン","TSE","equity","japan"
"6997.T","日本ケミコン","TSE","equity","japan"
"6998.T","日本タングステン","TSE","equity","japan"
"6999.T","KOA","TSE","equity","japan"
"7003.T","三井E&S","TSE","equity","japan"
"7004.T","日立造船","TSE","equity","japan"
"7011.T","三菱重工業","TSE","equity","japan"
"7012.T","川崎重工業","TSE","equity","japan"
"7013.T","IHI","TSE","equity","japan"
"7014.T","名村造船所","TSE","equity","japan"
"7018.T","内海造船","TSE","equity","japan"
"7021.T","ニッチツ","TSE","equity","japan"
"7022.T","サノヤスホールディングス","TSE","equity","japan"
"7030.T","スプリックス","TSE","equity","japan"
"7031.T","インバウンドテック","TSE","equity","japan"
"7033.T","マネジメントソリューションズ","TSE","equity","japan"
"7034.T","プロレド・パートナーズ","TSE","equity","japan"
"7035.T","and factory","TSE","equity","japan"
"7036.T","イーエムネットジャパン","TSE","equity","japan"
"7037.T","テノ.ホールディングス","TSE","equity","japan"
"7038.T","フロンティア・マネジメント","TSE","equity","japan"
"7039.T","ブリッジインターナショナル","TSE","equity","japan"
"7040.T","サン・ライフホールディング","TSE","equity","japan"
"7041.T","CRGホールディングス","TSE","equity","japan"
"7042.T","アクセスグループ・ホールディングス","TSE","equity","japan"
"7043.T","アルー","TSE","equity","japan"
"7044.T","ピアラ","TSE","equity","japan"
"7046.T","TDSE","TSE","equity","japan"
"7047.T","ポート","TSE","equity","japan"
"7048.T","ベルトラ","TSE","equity","japan"
"7049.T","識学","TSE","equity","japan"
"7050.T","フロンティアインターナショナル","TSE","equity","japan"
"7056.T","マルク","TSE","equity","japan"
"7057.T","エヌ・シー・エヌ","TSE","equity","japan"
"7058.T","共栄セキュリティーサービス","TSE","equity","japan"
"7059.T","コプロ・ホールディングス","TSE","equity","japan"
"7060.T","ギークス","TSE","equity","japan"
"7061.T","日本ホスピスホールディングス","TSE","equity","japan"
"7062.T","フレアス","TSE","equity","japan"
"7063.T","Birdman","TSE","equity","japan"
"7064.T","ハウテレビジョン","TSE","equity","japan"
"7065.T","ユーピーアール","TSE","equity","japan"
"7066.T","ピアズ","TSE","equity","japan"
"7067.T","ブランディングテクノロジー","TSE","equity","japan"
"7068.T","フィードフォースグループ","TSE","equity","japan"
"7069.T","サイバー・バズ","TSE","equity","japan"
"7071.T","アンビスホールディングス","TSE","equity","japan"
"7072.T","インティメート・マージャー","TSE","equity","japan"
"7073.T","ジェイック","TSE","equity","japan"
"7074.T","トゥエンティーフォーセブン","TSE","equity","japan"
"7077.T","ALiNKインターネット","TSE","equity","japan"
"7078.T","INCLUSIVE","TSE","equity","japan"
"7079.T","WDBココ","TSE","equity","japan"
"7080.T","スポーツフィールド","TSE","equity","japan"
"7081.T","コーユーレンティア","TSE","equity","japan"
"7082.T","ジモティー","TSE","equity","japan"
"7083.T","AHCグループ","TSE","equity","japan"
"7084.T","Kids Smile Holdings","TSE","equity","japan"
"7085.T","カーブスホールディングス","TSE","equity","japan"
"7086.T","きずなホールディングス","TSE","equity","japan"
"7087.T","ウイルテック","TSE","equity","japan"
"7088.T","フォーラムエンジニアリング","TSE","equity","japan"
"7089.T","フォースタートアップス","TSE","equity","japan"
"7090.T","リグア","TSE","equity","japan"
"7091.T","リビングプラットフォーム","TSE","equity","japan"
"7092.T","Fast Fitness Japan","TSE","equity","japan"
"7093.T","アディッシュ","TSE","equity","japan"
"7094.T","NexTone","TSE","equity","japan"
"7095.T","Macbee Planet","TSE","equity","japan"
"7096.T","ステムセル研究所","TSE","equity","japan"
"7097.T","さくらさくプラス","TSE","equity","japan"
"7098.T","エージェント","TSE","equity","japan"
"7102.T","日本車輌製造","TSE","equity","japan"
"7105.T","三菱ロジスネクスト","TSE","equity","japan"
"7110.T","クラシコム","TSE","equity","japan"
"7111.T","INEST","TSE","equity","japan"
"7112.T","キューブ","TSE","equity","japan"
"7113.T","マナベインテリアハーツ","TSE","equity","japan"
"7114.T","フーディソン","TSE","equity","japan"
"7115.T","アルファパーチェス","TSE","equity","japan"
"7116.T","ダイワ通信","TSE","equity","japan"
"7117.T","ミモナ","TSE","equity","japan"
"7118.T","伸和ホールディングス","TSE","equity","japan"
"7119.T","ハルメクホールディングス","TSE","equity","japan"
"7120.T","SHINKO","TSE","equity","japan"
"7122.T","近畿車輛","TSE","equity","japan"
"7125.T","イヴレス","TSE","equity","japan"
"7126.T","グローバルスタイル","TSE","equity","japan"
"7127.T","一家ホールディングス","TSE","equity","japan"
"7128.T","フルサト・マルカホールディングス","TSE","equity","japan"
"7129.T","ミアヘルサホールディングス","TSE","equity","japan"
"7130.T","ヤマエグループホールディングス","TSE","equity","japan"
"7131.T","のむら産業","TSE","equity","japan"
"7132.T","フローバル","TSE","equity","japan"
"7133.T","HYUGA PRIMARY CARE","TSE","equity","japan"
"7134.T","アップガレージグループ","TSE","equity","japan"
"7135.T","ジャパンクラフトホールディングス","TSE","equity","japan"
"7136.T","ウェルビングループ","TSE","equity","japan"
"7137.T","グラントマト","TSE","equity","japan"
"7138.T","TORICO","TSE","equity","japan"
"7139.T","東京高圧山崎","TSE","equity","japan"
"7140.T","ペットゴー","TSE","equity","japan"
"7148.T","FPG","TSE","equity","japan"
"7150.T","島根銀行","TSE","equity","japan"
"7157.T","ライフネット生命保険","TSE","equity","japan"
"7161.T","じもとホールディングス","TSE","equity","japan"
"7162.T","アストマックス","TSE","equity","japan"
"7163.T","住信SBIネット銀行","TSE","equity","japan"
"7164.T","全国保証","TSE","equity","japan"
"7167.T","めぶきフィナンシャルグループ","TSE","equity","japan"
"7170.T","中央インターナショナルグループ","TSE","equity","japan"
"7172.T","ジャパンインベストメントアドバイザー","TSE","equity","japan"
"7173.T","東京きらぼしフィナンシャルグループ","TSE","equity","japan"
"7175.T","今村証券","TSE","equity","japan"
"7176.T","シンプレクス・ファイナンシャル・ホールディングス","TSE","equity","japan"
"7177.T","GMOフィナンシャルホールディングス","TSE","equity","japan"
"7180.T","九州フィナンシャルグループ","TSE","equity","japan"
"7181.T","かんぽ生命保険","TSE","equity","japan"
"7182.T","ゆうちょ銀行","TSE","equity","japan"
"7183.T","あんしん保証","TSE","equity","japan"
"7184.T","富山第一銀行","TSE","equity","japan"
"7185.T","ヒロセ通商","TSE","equity","japan"
"7186.T","コンコルディア・フィナンシャルグループ","TSE","equity","japan"
"7187.T","ジェイリース","TSE","equity","japan"
"7189.T","西日本フィナンシャルホールディングス","TSE","equity","japan"
"7191.T","イントラスト","TSE","equity","japan"
"7192.T","日本モーゲージサービス","TSE","equity","japan"
"7196.T","Casa","TSE","equity","japan"
"7198.T","SBIアルヒ","TSE","equity","japan"
"7199.T","プレミアグループ","TSE","equity","japan"
"7201.T","日産自動車","TSE","equity","japan"
"7202.T","いすゞ自動車","TSE","equity","japan"
"7203.T","トヨタ自動車","TSE","equity","japan"
"7205.T","日野自動車","TSE","equity","japan"
"7208.T","カネミツ","TSE","equity","japan"
"7211.T","三菱自動車工業","TSE","equity","japan"
"7212.T","エフテック","TSE","equity","japan"
"7213.T","レシップホールディングス","TSE","equity","japan"
"7214.T","GMB","TSE","equity","japan"
"7215.T","ファルテック","TSE","equity","japan"
"7217.T","テイン","TSE","equity","japan"
"7218.T","田中精密工業","TSE","equity","japan"
"7219.T","エッチ・ケー・エス","TSE","equity","japan"
"7220.T","武蔵精密工業","TSE","equity","japan"
"7222.T","日産車体","TSE","equity","japan"
"7224.T","新明和工業","TSE","equity","japan"
"7226.T","極東開発工業","TSE","equity","japan"
"7228.T","デイトナ","TSE","equity","japan"
"7229.T","ユタカ技研","TSE","equity","japan"
"7231.T","トピー工業","TSE","equity","japan"
"7235.T","東京ラヂエーター製造","TSE","equity","japan"
"7236.T","ティラド","TSE","equity","japan"
"7238.T","曙ブレーキ工業","TSE","equity","japan"
"7239.T","タチエス","TSE","equity","japan"
"7240.T","NOK","TSE","equity","japan"
"7241.T","フタバ産業","TSE","equity","japan"
"7242.T","カヤバ","TSE","equity","japan"
"7244.T","市光工業","TSE","equity","japan"
"7245.T","大同メタル工業","TSE","equity","japan"
"7246.T","プレス工業","TSE","equity","japan"
"7247.T","ミクニ","TSE","equity","japan"
"7250.T","太平洋工業","TSE","equity","japan"
"7254.T","ユニバンス","TSE","equity","japan"
"7255.T","桜井製作所","TSE","equity","japan"
"7256.T","河西工業","TSE","equity","japan"
"7259.T","アイシン","TSE","equity","japan"
"7261.T","マツダ","TSE","equity","japan"
"7264.T","ムロコーポレーション","TSE","equity","japan"
"7265.T","エイケン工業","TSE","equity","japan"
"7266.T","今仙電機製作所","TSE","equity","japan"
"7267.T","本田技研工業","TSE","equity","japan"
"7268.T","タツミ","TSE","equity","japan"
"7269.T","スズキ","TSE","equity","japan"
"7270.T","SUBARU","TSE","equity","japan"
"7271.T","安永","TSE","equity","japan"
"7272.T","ヤマハ発動機","TSE","equity","japan"
"7273.T","イクヨ","TSE","equity","japan"
"7276.T","小糸製作所","TSE","equity","japan"
"7277.T","TBK","TSE","equity","japan"
"7278.T","エクセディ","TSE","equity","japan"
"7279.T","ハイレックスコーポレーション","TSE","equity","japan"
"7280.T","ミツバ","TSE","equity","japan"
"7282.T","豊田合成","TSE","equity","japan"
"7283.T","愛三工業","TSE","equity","japan"
"7284.T","盟和産業","TSE","equity","japan"
"7287.T","日本精機","TSE","equity","japan"
"7291.T","日本プラスト","TSE","equity","japan"
"7292.T","村上開明堂","TSE","equity","japan"
"7294.T","ヨロズ","TSE","equity","japan"
"7296.T","エフ・シー・シー","TSE","equity","japan"
"7297.T","カーメイト","TSE","equity","japan"
"7299.T","フジオーゼックス","TSE","equity","japan"
"7305.T","新家工業","TSE","equity","japan"
"7309.T","シマノ","TSE","equity","japan"
"7313.T","テイ・エス テック","TSE","equity","japan"
"7314.T","小田原機器","TSE","equity","japan"
"7317.T","松屋アールアンドディ","TSE","equity","japan"
"7318.T","セレンディップ・ホールディングス","TSE","equity","japan"
"7320.T","日本リビング保証","TSE","equity","japan"
"7322.T","三十三フィナンシャルグループ","TSE","equity","japan"
"7325.T","アイリックコーポレーション","TSE","equity","japan"
"7326.T","SBIインシュアランスグループ","TSE","equity","japan"
"7327.T","第四北越フィナンシャルグループ","TSE","equity","japan"
"7337.T","ひろぎんホールディングス","TSE","equity","japan"
"7342.T","ウェルスナビ","TSE","equity","japan"
"7343.T","ブロードマインド","TSE","equity","japan"
"7345.T","アイ・パートナーズフィナンシャル","TSE","equity","japan"
"7347.T","マーキュリアホールディングス","TSE","equity","japan"
"7350.T","おきなわフィナンシャルグループ","TSE","equity","japan"
"7351.T","グッドパッチ","TSE","equity","japan"
"7352.T","TWOSTONE&Sons","TSE","equity","japan"
"7353.T","KIYOラーニング","TSE","equity","japan"
"7354.T","ダイレクトマーケティングミックス","TSE","equity","japan"
"7355.T","一寸房","TSE","equity","japan"
"7356.T","Retty","TSE","equity","japan"
"7357.T","ジオコード","TSE","equity","japan"
"7358.T","ポピンズ","TSE","equity","japan"
"7359.T","東京通信グループ","TSE","equity","japan"
"7360.T","オンデック","TSE","equity","japan"
"7361.T","ヒューマンクリエイションホールディングス","TSE","equity","japan"
"7362.T","T.S.I","TSE","equity","japan"
"7363.T","ベビーカレンダー","TSE","equity","japan"
"7364.T","琉球アスティーダスポーツクラブ","TSE","equity","japan"
"7366.T","LITALICO","TSE","equity","japan"
"7367.T","セルム","TSE","equity","japan"
"7368.T","表示灯","TSE","equity","japan"
"7369.T","メイホーホールディングス","TSE","equity","japan"
"7370.T","Enjin","TSE","equity","japan"
"7371.T","Zenken","TSE","equity","japan"
"7372.T","デコルテ・ホールディングス","TSE","equity","japan"
"7373.T","アイドマ・ホールディングス","TSE","equity","japan"
"7374.T","コンフィデンス・インターワークス","TSE","equity","japan"
"7375.T","リファインバースグループ","TSE","equity","japan"
"7376.T","BCC","TSE","equity","japan"
"7377.T","DNホールディングス","TSE","equity","japan"
"7378.T","アシロ","TSE","equity","japan"
"7379.T","サーキュレーション","TSE","equity","japan"
"7380.T","十六フィナンシャルグループ","TSE","equity","japan"
"7381.T","北國フィナンシャルホールディングス","TSE","equity","japan"
"7383.T","ネットプロテクションズホールディングス","TSE","equity","japan"
"7384.T","プロクレアホールディングス","TSE","equity","japan"
"7386.T","ジャパンワランティサポート","TSE","equity","japan"
"7388.T","FPパートナー","TSE","equity","japan"
"7389.T","あいちフィナンシャルグループ","TSE","equity","japan"
"7399.T","ナンシン","TSE","equity","japan"
"7408.T","ジャムコ","TSE","equity","japan"
"7409.T","AeroEdge","TSE","equity","japan"
"7412.T","アトム","TSE","equity","japan"
"7413.T","創健社","TSE","equity","japan"
"7414.T","小野建","TSE","equity","japan"
"7416.T","はるやまホールディングス","TSE","equity","japan"
"7417.T","南陽","TSE","equity","japan"
"7419.T","ノジマ","TSE","equity","japan"
"7420.T","佐鳥電機","TSE","equity","japan"
"7421.T","カッパ・クリエイト","TSE","equity","japan"
"7422.T","東邦レマック","TSE","equity","japan"
"7425.T","初穂商事","TSE","equity","japan"
"7426.T","山大","TSE","equity","japan"
"7427.T","エコートレーディング","TSE","equity","japan"
"7433.T","伯東","TSE","equity","japan"
"7434.T","オータケ","TSE","equity","japan"
"7435.T","ナ・デックス","TSE","equity","japan"
"7438.T","コンドーテック","TSE","equity","japan"
"7442.T","中山福","TSE","equity","japan"
"7443.T","横浜魚類","TSE","equity","japan"
"7444.T","ハリマ共和物産","TSE","equity","japan"
"7445.T","ライトオン","TSE","equity","japan"
"7446.T","東北化学薬品","TSE","equity","japan"
"7447.T","ナガイレーベン","TSE","equity","japan"
"7450.T","サンデー","TSE","equity","japan"
"7451.T","三菱食品","TSE","equity","japan"
"7453.T","良品計画","TSE","equity","japan"
"7455.T","パリミキホールディングス","TSE","equity","japan"
"7456.T","松田産業","TSE","equity","japan"
"7458.T","第一興商","TSE","equity","japan"
"7459.T","メディパルホールディングス","TSE","equity","japan"
"7460.T","ヤギ","TSE","equity","japan"
"7461.T","キムラ","TSE","equity","japan"
"7462.T","CAPITA","TSE","equity","japan"
"7463.T","アドヴァングループ","TSE","equity","japan"
"7464.T","セフテック","TSE","equity","japan"
"7466.T","SPK","TSE","equity","japan"
"7467.T","萩原電気ホールディングス","TSE","equity","japan"
"7472.T","鳥羽洋行","TSE","equity","japan"
"7475.T","アルビス","TSE","equity","japan"
"7476.T","アズワン","TSE","equity","japan"
"7477.T","ムラキ","TSE","equity","japan"
"7480.T","スズデン","TSE","equity","japan"
"7481.T","尾家産業","TSE","equity","japan"
"7482.T","シモジマ","TSE","equity","japan"
"7483.T","ドウシシャ","TSE","equity","japan"
"7486.T","サンリン","TSE","equity","japan"
"7487.T","小津産業","TSE","equity","japan"
"7490.T","日新商事","TSE","equity","japan"
"7494.T","コナカ","TSE","equity","japan"
"7500.T","西川計測","TSE","equity","japan"
"7501.T","ティムコ","TSE","equity","japan"
"7502.T","プラザホールディングス","TSE","equity","japan"
"7504.T","高速","TSE","equity","japan"
"7505.T","扶桑電通","TSE","equity","japan"
"7506.T","ハウス オブ ローゼ","TSE","equity","japan"
"7508.T","G‐7ホールディングス","TSE","equity","japan"
"7509.T","アイエーグループ","TSE","equity","japan"
"7510.T","たけびし","TSE","equity","japan"
"7512.T","イオン北海道","TSE","equity","japan"
"7513.T","コジマ","TSE","equity","japan"
"7514.T","ヒマラヤ","TSE","equity","japan"
"7515.T","マルヨシセンター","TSE","equity","japan"
"7516.T","コーナン商事","TSE","equity","japan"
"7518.T","ネットワンシステムズ","TSE","equity","japan"
"7520.T","エコス","TSE","equity","japan"
"7521.T","ムサシ","TSE","equity","japan"
"7522.T","ワタミ","TSE","equity","japan"
"7523.T","アールビバン","TSE","equity","japan"
"7524.T","マルシェ","TSE","equity","japan"
"7525.T","リックス","TSE","equity","japan"
"7527.T","システムソフト","TSE","equity","japan"
"7531.T","清和中央ホールディングス","TSE","equity","japan"
"7532.T","パン・パシフィック・インターナショナルホールディングス","TSE","equity","japan"
"7537.T","丸文","TSE","equity","japan"
"7538.T","大水","TSE","equity","japan"
"7539.T","アイナボホールディングス","TSE","equity","japan"
"7544.T","スリーエフ","TSE","equity","japan"
"7545.T","西松屋チェーン","TSE","equity","japan"
"7550.T","ゼンショーホールディングス","TSE","equity","japan"
"7551.T","ウェッズ","TSE","equity","japan"
"7552.T","ハピネット","TSE","equity","japan"
"7554.T","幸楽苑ホールディングス","TSE","equity","japan"
"7555.T","大田花き","TSE","equity","japan"
"7559.T","ジーエフシー","TSE","equity","japan"
"7561.T","ハークスレイ","TSE","equity","japan"
"7562.T","安楽亭","TSE","equity","japan"
"7564.T","ワークマン","TSE","equity","japan"
"7565.T","萬世電機","TSE","equity","japan"
"7567.T","栄電子","TSE","equity","japan"
"7570.T","橋本総業ホールディングス","TSE","equity","japan"
"7571.T","ヤマノホールディングス","TSE","equity","japan"
"7575.T","日本ライフライン","TSE","equity","japan"
"7578.T","ニチリョク","TSE","equity","japan"
"7581.T","サイゼリヤ","TSE","equity","japan"
"7585.T","かんなん丸","TSE","equity","japan"
"7590.T","タカショー","TSE","equity","japan"
"7593.T","VTホールディングス","TSE","equity","japan"
"7595.T","アルゴグラフィックス","TSE","equity","japan"
"7596.T","魚力","TSE","equity","japan"
"7599.T","IDOM","TSE","equity","japan"
"7600.T","日本エム・ディ・エム","TSE","equity","japan"
"7601.T","ポプラ","TSE","equity","japan"
"7602.T","カーチスホールディングス","TSE","equity","japan"
"7603.T","マックハウス","TSE","equity","japan"
"7604.T","梅の花","TSE","equity","japan"
"7605.T","フジ・コーポレーション","TSE","equity","japan"
"7606.T","ユナイテッドアローズ","TSE","equity","japan"
"7607.T","進和","TSE","equity","japan"
"7608.T","エスケイジャパン","TSE","equity","japan"
"7609.T","ダイトロン","TSE","equity","japan"
"7610.T","テイツー","TSE","equity","japan"
"7611.T","ハイデイ日高","TSE","equity","japan"
"7613.T","シークス","TSE","equity","japan"
"7614.T","オーエムツーネットワーク","TSE","equity","japan"
"7615.T","YU−WA Creation Holdings","TSE","equity","japan"
"7616.T","コロワイド","TSE","equity","japan"
"7619.T","田中商事","TSE","equity","japan"
"7621.T","うかい","TSE","equity","japan"
"7623.T","サンオータス","TSE","equity","japan"
"7624.T","NaITO","TSE","equity","japan"
"7625.T","グローバルダイニング","TSE","equity","japan"
"7628.T","オーハシテクニカ","TSE","equity","japan"
"7630.T","壱番屋","TSE","equity","japan"
"7634.T","星医療酸器","TSE","equity","japan"
"7635.T","杉田エース","TSE","equity","japan"
"7636.T","ハンズマン","TSE","equity","japan"
"7637.T","白銅","TSE","equity","japan"
"7638.T","NEW ART HOLDINGS","TSE","equity","japan"
"7640.T","トップカルチャー","TSE","equity","japan"
"7643.T","ダイイチ","TSE","equity","japan"
"7646.T","PLANT","TSE","equity","japan"
"7647.T","音通","TSE","equity","japan"
"7649.T","スギホールディングス","TSE","equity","japan"
"7670.T","オーウエル","TSE","equity","japan"
"7673.T","ダイコー通産","TSE","equity","japan"
"7674.T","NATTY SWANKYホールディングス","TSE","equity","japan"
"7676.T","グッドスピード","TSE","equity","japan"
"7677.T","ヤシマキザイ","TSE","equity","japan"
"7678.T","あさくま","TSE","equity","japan"
"7679.T","薬王堂ホールディングス","TSE","equity","japan"
"7680.T","軽自動車館","TSE","equity","japan"
"7681.T","レオクラン","TSE","equity","japan"
"7682.T","浜木綿","TSE","equity","japan"
"7683.T","ダブルエー","TSE","equity","japan"
"7685.T","BuySell Technologies","TSE","equity","japan"
"7686.T","カクヤスグループ","TSE","equity","japan"
"7687.T","ミクリード","TSE","equity","japan"
"7689.T","コパ・コーポレーション","TSE","equity","japan"
"7690.T","カレント自動車","TSE","equity","japan"
"7691.T","C Channel","TSE","equity","japan"
"7692.T","アースインフィニティ","TSE","equity","japan"
"7693.T","北海道歯科産業","TSE","equity","japan"
"7694.T","いつも","TSE","equity","japan"
"7695.T","交換できるくん","TSE","equity","japan"
"7698.T","アイスコ","TSE","equity","japan"
"7699.T","オムニ・プラス・システム・リミテッド","TSE","equity","japan"
"7701.T","島津製作所","TSE","equity","japan"
"7702.T","JMS","TSE","equity","japan"
"7705.T","ジーエルサイエンス","TSE","equity","japan"
"7707.T","プレシジョン・システム・サイエンス","TSE","equity","japan"
"7709.T","クボテック","TSE","equity","japan"
"7711.T","助川電気工業","TSE","equity","japan"
"7713.T","シグマ光機","TSE","equity","japan"
"7715.T","長野計器","TSE","equity","japan"
"7716.T","ナカニシ","TSE","equity","japan"
"7717.T","ブイ・テクノロジー","TSE","equity","japan"
"7718.T","スター精密","TSE","equity","japan"
"7719.T","東京衡機","TSE","equity","japan"
"7721.T","東京計器","TSE","equity","japan"
"7722.T","国際計測器","TSE","equity","japan"
"7723.T","愛知時計電機","TSE","equity","japan"
"7725.T","インターアクション","TSE","equity","japan"
"7726.T","黒田精工","TSE","equity","japan"
"7727.T","オーバル","TSE","equity","japan"
"7729.T","東京精密","TSE","equity","japan"
"7730.T","マニー","TSE","equity","japan"
"7731.T","ニコン","TSE","equity","japan"
"7732.T","トプコン","TSE","equity","japan"
"7733.T","オリンパス","TSE","equity","japan"
"7734.T","理研計器","TSE","equity","japan"
"7735.T","SCREENホールディングス","TSE","equity","japan"
"7739.T","キヤノン電子","TSE","equity","japan"
"7740.T","タムロン","TSE","equity","japan"
"7741.T","HOYA","TSE","equity","japan"
"7743.T","シード","TSE","equity","japan"
"7744.T","ノーリツ鋼機","TSE","equity","japan"
"7745.T","A&Dホロンホールディングス","TSE","equity","japan"
"7746.T","岡本硝子","TSE","equity","japan"
"7747.T","朝日インテック","TSE","equity","japan"
"7749.T","メディキット","TSE","equity","japan"
"7751.T","キヤノン","TSE","equity","japan"
"7752.T","リコー","TSE","equity","japan"
"7760.T","IMV","TSE","equity","japan"
"7762.T","シチズン時計","TSE","equity","japan"
"7769.T","リズム","TSE","equity","japan"
"7771.T","日本精密","TSE","equity","japan"
"7774.T","ジャパン・ティッシュエンジニアリング","TSE","equity","japan"
"7775.T","大研医器","TSE","equity","japan"
"7776.T","セルシード","TSE","equity","japan"
"7777.T","スリー・ディー・マトリックス","TSE","equity","japan"
"7779.T","CYBERDYNE","TSE","equity","japan"
"7780.T","メニコン","TSE","equity","japan"
"7781.T","平山ホールディングス","TSE","equity","japan"
"7782.T","シンシア","TSE","equity","japan"
"7790.T","バルコス","TSE","equity","japan"
"7791.T","ドリームベッド","TSE","equity","japan"
"7792.T","コラントッテ","TSE","equity","japan"
"7793.T","イメージ・マジック","TSE","equity","japan"
"7794.T","イーディーピー","TSE","equity","japan"
"7795.T","KYORITSU","TSE","equity","japan"
"7800.T","アミファ","TSE","equity","japan"
"7803.T","ブシロード","TSE","equity","japan"
"7804.T","ビーアンドピー","TSE","equity","japan"
"7805.T","プリントネット","TSE","equity","japan"
"7806.T","MTG","TSE","equity","japan"
"7807.T","幸和製作所","TSE","equity","japan"
"7808.T","シー・エス・ランバー","TSE","equity","japan"
"7809.T","壽屋","TSE","equity","japan"
"7810.T","クロスフォー","TSE","equity","japan"
"7811.T","中本パックス","TSE","equity","japan"
"7812.T","クレステック","TSE","equity","japan"
"7813.T","プラッツ","TSE","equity","japan"
"7814.T","日本創発グループ","TSE","equity","japan"
"7815.T","東京ボード工業","TSE","equity","japan"
"7816.T","スノーピーク","TSE","equity","japan"
"7817.T","パラマウントベッドホールディングス","TSE","equity","japan"
"7818.T","トランザクション","TSE","equity","japan"
"7819.T","粧美堂","TSE","equity","japan"
"7820.T","ニホンフラッシュ","TSE","equity","japan"
"7821.T","前田工繊","TSE","equity","japan"
"7822.T","永大産業","TSE","equity","japan"
"7823.T","アートネイチャー","TSE","equity","japan"
"7826.T","フルヤ金属","TSE","equity","japan"
"7827.T","オービス","TSE","equity","japan"
"7829.T","サマンサタバサジャパンリミテッド","TSE","equity","japan"
"7831.T","ウイルコホールディングス","TSE","equity","japan"
"7832.T","バンダイナムコホールディングス","TSE","equity","japan"
"7833.T","アイフィスジャパン","TSE","equity","japan"
"7836.T","アビックス","TSE","equity","japan"
"7837.T","アールシーコア","TSE","equity","japan"
"7839.T","SHOEI","TSE","equity","japan"
"7840.T","フランスベッドホールディングス","TSE","equity","japan"
"7841.T","遠藤製作所","TSE","equity","japan"
"7844.T","マーベラス","TSE","equity","japan"
"7846.T","パイロットコーポレーション","TSE","equity","japan"
"7847.T","グラファイトデザイン","TSE","equity","japan"
"7849.T","スターツ出版","TSE","equity","japan"
"7850.T","総合商研","TSE","equity","japan"
"7851.T","カワセコンピュータサプライ","TSE","equity","japan"
"7856.T","萩原工業","TSE","equity","japan"
"7857.T","セキ","TSE","equity","japan"
"7859.T","アルメディオ","TSE","equity","japan"
"7860.T","エイベックス","TSE","equity","japan"
"7863.T","平賀","TSE","equity","japan"
"7864.T","フジシールインターナショナル","TSE","equity","japan"
"7865.T","ピープル","TSE","equity","japan"
"7867.T","タカラトミー","TSE","equity","japan"
"7868.T","広済堂ホールディングス","TSE","equity","japan"
"7871.T","フクビ化学工業","TSE","equity","japan"
"7872.T","エステールホールディングス","TSE","equity","japan"
"7874.T","レック","TSE","equity","japan"
"7875.T","竹田iPホールディングス","TSE","equity","japan"
"7877.T","永大化工","TSE","equity","japan"
"7878.T","光・彩","TSE","equity","japan"
"7879.T","ノダ","TSE","equity","japan"
"7883.T","サンメッセ","TSE","equity","japan"
"7885.T","タカノ","TSE","equity","japan"
"7886.T","ヤマト・インダストリー","TSE","equity","japan"
"7887.T","南海プライウッド","TSE","equity","japan"
"7888.T","三光合成","TSE","equity","japan"
"7893.T","プロネクサス","TSE","equity","japan"
"7896.T","セブン工業","TSE","equity","japan"
"7897.T","ホクシン","TSE","equity","japan"
"7898.T","ウッドワン","TSE","equity","japan"
"7901.T","マツモト","TSE","equity","japan"
"7902.T","ソノコム","TSE","equity","japan"
"7906.T","ヨネックス","TSE","equity","japan"
"7908.T","きもと","TSE","equity","japan"
"7911.T","TOPPANホールディングス","TSE","equity","japan"
"7912.T","大日本印刷","TSE","equity","japan"
"7914.T","共同印刷","TSE","equity","japan"
"7915.T","NISSHA","TSE","equity","japan"
"7916.T","光村印刷","TSE","equity","japan"
"7917.T","藤森工業","TSE","equity","japan"
"7918.T","ヴィア・ホールディングス","TSE","equity","japan"
"7919.T","野崎印刷紙業","TSE","equity","japan"
"7921.T","TAKARA & COMPANY","TSE","equity","japan"
"7922.T","三光産業","TSE","equity","japan"
"7923.T","トーイン","TSE","equity","japan"
"7925.T","前澤化成工業","TSE","equity","japan"
"7927.T","ムトー精工","TSE","equity","japan"
"7928.T","旭化学工業","TSE","equity","japan"
"7931.T","未来工業","TSE","equity","japan"
"7932.T","ニッピ","TSE","equity","japan"
"7936.T","アシックス","TSE","equity","japan"
"7937.T","ツツミ","TSE","equity","japan"
"7938.T","リーガルコーポレーション","TSE","equity","japan"
"7939.T","研創","TSE","equity","japan"
"7940.T","ウェーブロックホールディングス","TSE","equity","japan"
"7942.T","JSP","TSE","equity","japan"
"7943.T","ニチハ","TSE","equity","japan"
"7944.T","ローランド","TSE","equity","japan"
"7946.T","光陽社","TSE","equity","japan"
"7947.T","エフピコ","TSE","equity","japan"
"7949.T","小松ウオール工業","TSE","equity","japan"
"7951.T","ヤマハ","TSE","equity","japan"
"7952.T","河合楽器製作所","TSE","equity","japan"
"7953.T","菊水化学工業","TSE","equity","japan"
"7955.T","クリナップ","TSE","equity","japan"
"7956.T","ピジョン","TSE","equity","japan"
"7957.T","フジコピアン","TSE","equity","japan"
"7958.T","天馬","TSE","equity","japan"
"7962.T","キングジム","TSE","equity","japan"
"7963.T","興研","TSE","equity","japan"
