"word","link","category","yomikata","description","ready"
"株価位置","https://www.nomura.co.jp/terms/japan/ka/kabukaiti.html","分析・指標","かぶかいち","株価の高低をチャート上などでとらえるときに慣用的に使われる言葉。「月足チャートで現在の株価位置を確認する」などと使う。チャート上に移動平均線を重ねたりして、相場全体のなかで株価の高低を判断する。 ","0"
"株価固定","https://www.nomura.co.jp/terms/japan/ka/A02683.html","取引（売買）","かぶかこてい","特定の株価を一定の価格帯に固定させることを目的に売買等を行うこと。「株価釘付け」とも呼ばれる。上値または下値で大量の売買注文を繰り返すなどして、株価が値上がりも値下がりもしないように株価を固定させる。このような注文は、相場操縦行為のひとつとして金融商品取引法で禁止されている。","0"
"株価指数オプション取引","https://www.nomura.co.jp/terms/japan/ka/kabu_sisuop.html","取引（売買）","かぶかしすうおぷしょんとりひき","オプション取引の一つ。ある特定の株価指数の一定数量を、特定の価格（＝権利行使価格）で、一定の時期（＝権利行使期間）に、買付あるいは売付することができる権利の取引。権利行使時には、対象が指数のため、現物（＝個別株式など形のあるもの）の受け払いをすることはできない。従って、決済した時点の、株価指数と権利行使価格との差金決済となる。","0"
"株価指数","https://www.nomura.co.jp/terms/japan/ka/kabu_sisu.html","インデックス","かぶかしすう","株式市場全体あるいは特定の銘柄グループの株価の値動きを、ある時点を基準に一定の計算方法で指数化したもの。世界中の株式市場等で、様々な株価指数を毎営業日ごとに算出・公表しており、各国の株式市場あるいは銘柄グループ全体の値動きについて比較したり、時間的な推移を把握したりすることができる。株価指標の一つとして利用されるだけでなく、投資信託や年金運用のベンチマーク、指数に連動する上場投資信託（ETF）、先物取引やオプション取引などの原資産としても利用されている。","0"
"株価指標","https://www.nomura.co.jp/terms/japan/ka/kabu_sihyo.html","分析・指標","かぶかしひょう","個々の銘柄の株価の値動きや総額、平均などを数値化したもの。株式投資を行う際の尺度となる。投資対象となる株式が「割安」か「割高」か、「買い」か「売り」かなど、個別企業の状況を客観化あるいは相対化して判断する際に用いる。具体的な株価指標として、市場全体の動きを見る日経平均株価やTOPIX、個々の銘柄の状況を見るPER（株価収益率）、PBR（株価純資産倍率）、配当利回りなどがある。","0"
"株価","https://www.nomura.co.jp/terms/japan/ka/kabuka.html","株式","かぶか","株式の価格のこと。株価は、基本的には、投資家の「買い（＝需要）」と「売り（＝供給）」の関係において決定される。金融商品取引所などを通じて売買されたマーケット全体を相場（株式相場）とも呼ぶ。","0"
"株券オプション取引","https://www.nomura.co.jp/terms/japan/ka/kabuken_op.html","取引（売買）","かぶけんおぷしょんとりひき","有価証券オプション取引の一つで、個別銘柄を対象に株式の購入・売却の権利を取引するオプション取引。1997年7月に始まり、現在大阪取引所にて取引が行われている。株価指数先物などと比べると、売買高はかなり少ない。","0"
"株券失効制度","https://www.nomura.co.jp/terms/japan/ka/kabuken_sikko.html","制度・法律","かぶけんしっこうせいど","株主が株券を喪失した場合に、喪失株券を無効にして、この株主に新しい株券を再発行するための手続きのことをいう。株券喪失登録制度ともいう。 従来は公示催告手続きに基づく除権判決を得た場合のみ株券の再発行を請求できたが、平成14年（2002年）の商法改正により本制度に変更された。具体的には、株主は株券の喪失登録請求をおこない、抹消申請等がなければ、株券喪失登録日の翌日から1年を経過した日に喪失株券は無効となり、株券の再発行を請求できることとなった。 平成18年（2006年）5月施行の会社法で原則として株券を発行する必要がなくなり、平成21年（2009年）1月の上場株券電子化により喪失リスクは無くなったが、一部の企業が株券を発行しているため本制度は存続している。","0"
"株券電子化","https://www.nomura.co.jp/terms/japan/ka/kabuken_denshika.html","制度・法律","かぶけんでんしか","平成21年（2009年）1月5日にすべての上場株券が無効となり、振替制度のもと、株式の権利の帰属が振替口座簿の記録によって決まるようになった。紙に印刷された株券が存在していた時には株券の所持により株主とみなされていたのに対し、電子データである振替口座簿の記録により株主とみなされるようになったことから、このことが一般的に株券電子化といわれている。 株券が電子化されるにあたり、保管振替制度により株券を証券保管振替機構に預託していた株主は、株券電子化後はそのまま振替口座簿に記録され、その記録が株主名簿に反映されるため、株券電子化の前後で特に異なることはない。 一方、株券を手元で保管していた場合や、証券会社への預託はしていたが自己名義で預託しており保管振替制度を利用していなかった場合には、発行会社が開設する特別口座で管理されることになり、株券電子化の前後で取扱いに若干の違いが生じることとなった。特別口座で管理されるものについては、配当や議決権の行使等で株主が不利益を受けることはないが、売却する際には自己の一般口座に振り替えないと売却できないなどの不都合がある。","0"
"株券不発行制度","https://www.nomura.co.jp/terms/japan/ka/kabuken_f.html","制度・法律","かぶけんふはっこうせいど","株式会社であっても株券を発行しなくてよい制度を、一般に株券不発行制度という。従来はすべての株式会社は紙に印刷された株券を発行しなければならなかったが、以下の2つの状況を鑑みて平成16年（2004年）の商法改正で認められた制度。 （1）もともと小規模な株式会社では株券が発行されることは稀であったこと （2）上場株券の場合、株券が大量発行される状況では券面の存在が譲渡を阻害するという問題が生じていたこと  平成18年（2006年）5月に施行された会社法では、それまでは原則は株券を発行しなければならないとされていたのを逆転し、原則は株券を発行する必要がなく、例外として株券を発行することができるとされた。平成21年（2009年）1月5日の上場株券の電子化により、すべての上場会社は株券不発行制度の利用会社となった。","0"
"株券","https://www.nomura.co.jp/terms/japan/ka/kabuken.html","株式","かぶけん","株式会社の株主の地位あるいは権利を表章する有価証券。会社の商号や発行年月日などの決定事項、代表取締役の署名などが記載されており、平成16年（2004年）の商法改正前はすべての株式会社に株券の発行が義務付けられていた。「社債、株式等の振替に関する法律」に基づき、株券電子化（株式のペーパレス化）が進められ、平成21年（2009年）1月5日以降、紙に印刷された上場会社の発行する株券はすべて廃止され、証券保管振替機構や金融機関の口座で電子的に管理されることになった。","0"
"株式移転","https://www.nomura.co.jp/terms/japan/ka/kabu_iten.html","会社・経営","かぶしきいてん","既存の株式会社が、単独または複数で新たに完全親会社を設立し、それぞれの保有する株式をその親会社にすべて移転し自らその完全子会社となることで、代わりに親会社の発行する株式の割り当てを受ける制度。既に存在しているA社が親会社となり、既存のB社の株式を100％交換することで買収し、A社が完全親会社、B社が完全子会社となるのが株式交換であり、新たに完全親会社を設立するのが株式移転である。株式移転は、合併のように会社自体が消滅することなく、会社分割に比べ多額な資金調達や長期間にわたる調整を必要とせず、比較的持ち株会社化しやすいというメリットがある。","0"
"株式益利回り","https://www.nomura.co.jp/terms/japan/ka/ekiri.html","株式","かぶしきえきりまわり","1株当たり税引利益を株価で割ったもの。株式を分析するときの指標のひとつでPER(株価収益率)の逆数。一般にPERが低いほど株価が割安とされるのに対して、株式益利回りが高いほど、株価は割安と考えられる。株式益利回り（％）＝（1株当たり純利益÷株価）×100","0"
"株式会社","https://www.nomura.co.jp/terms/japan/ka/kabusikikaisya.html","会社・経営","かぶしきがいしゃ","会社法で規定された会社の形態には、株式会社、合同会社、合名会社、合資会社の4種類がある。このうち、株式会社は、株式を発行して投資家（株主）から資金を調達し、その代金で事業活動を行う。株主は、会社に出資し株式を受け取るが、出資した金額を超えて会社の債務に対して責任を負わなくてもよい。一方、株主から会社の経営を任された経営者（取締役等）は、違法な行為、故意または重大な過失等により、会社や第三者に対して損害を生じさせた場合には、賠償する責任が生じることがある。株式会社の場合、他の3つの形態の会社とは異なり、実際に業務に関わる経営者や社員でなくても株主になれるため、幅広く資金を調達することができる。株式会社の実質的な経営は役員である取締役等が行うが、株主は最高意思決定期間である株主総会に参加することで、会社の意思決定に携わることができる。","0"
"株式給付信託","https://www.nomura.co.jp/terms/japan/ka/A02605.html","制度・法律","かぶしききゅうふしんたく","業績連動型の株式報酬制度の一種で、企業が設定した信託を通じて自社株式が給付される。従業員や役員には企業の業績や勤続年数等を基にポイントが付与され、獲得したポイント数に応じた株式を受け取ることができる。自社の業績や株価に対する意識を高め、人材の定着につなげる効果がある。「株式交付信託」ともいう。","0"
"株式交換","https://www.nomura.co.jp/terms/japan/ka/kabusikikokan.html","会社・経営","かぶしきこうかん","ある株式会社が対象会社を100％子会社にするための企業再編手法のひとつ。具体的には、子会社となる会社の株主に対して、その保有している株式を親会社となる会社株式に交換する。 株式交換により100％親会社となる会社を完全親会社、100％子会社となる会社を完全子会社という。完全子会社となる予定の会社の株主は、株式交換契約によって決められた株式交換比率によって、完全親会社の株式を割り当てられる。 株式交換は平成11年（1999年）商法改正により導入された。これによって、株式会社は、株式を買い取るために多額の資金を持たなくとも、自社株式を対価に機動的な企業買収が可能となった。 なお、平成17年（2005年）制定の会社法で「対価の柔軟化」が導入されたことに伴い、完全親会社の発行する社債や新株予約権、現金なども株式交換の対価として認められるようになった。","0"
"株式先物取引","https://www.nomura.co.jp/terms/japan/ka/kabushiki_sakimono.html","取引（売買）","かぶしきさきものとりひき","株価指数等を、将来の一定の期日に、現時点で取り決めた条件で取引をすることを約束する取引。期日までに反対売買をすれば、差金の授受によって決済することもできる。取引は、証拠金と呼ばれる担保を差し入れて行い、証拠金に対して数十倍の取引を行うことができる仕組みになっている。機関投資家を中心として、保有している株式の価格変動リスクを回避するための手段として利用されている。国内の株式先物取引は主として大阪取引所に上場している金融商品で、東証株価指数（TOPIX）を原資産とするTOPIX先物取引、ミニTOPIX先物取引、日経平均株価を原資産とする日経225先物取引、日経225mini先物取引などがある。株式先物取引は取引できる期間が決まっており、この満期月を限月と呼ぶ。 日経平均株価先物取引では、3月、6月、9月、12月が限月となる。先物取引では、取引最終日まで反対売買をしない場合は、当初の売買価格と特別清算指数SQ（Special Quotation）値との差額で自動的に決済される。次の限月以降も建て玉を継続するために、満期日前にいったん手仕舞いし、同じポジションを組んで期限を乗り換えることをロールオーバーという。","0"
"株式市場","https://www.nomura.co.jp/terms/japan/ka/kabusikisijo.html","証券市場","かぶしきしじょう","株式の「発行市場」と「流通市場」のことをさす。企業等が資金調達をするために株式を発行し、投資家がこれに応じ資金提供をすることができる市場が「発行市場」である。発行市場とは金融商品取引所のような具体的なマーケットをさすのではなく、抽象的なもので、証券会社が新株の発行、募集などを引き受ける機能、つまり、一般に株式が流通する前の段階のことをさす。既に発行・流通している株式を、投資家と投資家の間で、その時々の時価で金融商品取引所で売買されることを流通市場という。売買の仲介は証券会社である。一般的に、流通市場を株式市場と呼んでいる。","0"
"株式消却","https://www.nomura.co.jp/terms/japan/ka/kabu_syokyaku.html","会社・経営","かぶしきしょうきゃく","株式を発行した企業が、株主総会の決議に基づいて、（取締役会設置会社の場合は、取締役会の決議にて）市場に出回っている自社の株式を自ら買い取り、消滅させることをいう。買い取った株式は、資本準備金や剰余金などを取り崩して消却する（帳簿上の存在そのものを消し去る）。資本金を取り崩した場合は減資となる。一般に株式消却は、自己資本の減少を招き、自己資本比率の低下を表すことになる半面、上場会社の場合には、市場に出回る株式が減少することから、流通する株式の需給関係を適正な状態へと調整し、一株あたり利益（EPS）や株主資本比率（ROE）といった財務指標の向上につながることで、市場からは好感されることが多い。また、企業側にとっては、発行済み株式数の減少は、株式の配当負担の軽減ができるなどの財務上の利点がある。","0"
"株式数比例配分方式","https://www.nomura.co.jp/terms/japan/ka/A03415.html","制度・法律","かぶしきすうひれいはいぶんほうしき","上場株式等の配当金等を受け取る方法のひとつ。保有する株式の配当金やETF（上場投資信託）の分配金などが証券会社の取引口座に自動で入金される。複数の証券会社に口座を持っている場合は、どこか1社で手続きをすれば他の証券会社にも本方式が適用され、各証券会社で保有する上場株式等の数量に応じて比例配分された配当金等が入金される。 なお、この方式を選択した場合のみ、源泉徴収ありの特定口座を利用した損益通算や、NISA（少額投資非課税制度）での配当金非課税の適用を受けることができる。","0"
"株式等受渡請求","https://www.nomura.co.jp/terms/japan/ka/A02584.html","会社・経営","かぶしきとううけわたしせいきゅう","株式会社の総株主の議決権を90％以上保有する株主（特別支配株主）が、他の全株主に株式全部を直接売り渡すよう請求すること。2015年5月施行の改正会社法により、現金を対価として少数株主を強制的に会社から排除する、新キャッシュアウト制度を利用できるようになった。","0"
"株式投資信託","https://www.nomura.co.jp/terms/japan/ka/kabu_tosin.html","投資信託","かぶしきとうししんたく","株式投資信託はポートフォリオの中に株式を組み入れているファンド。債券のみで運用しているようなファンドでも信託約款上で少しでも株式が組み込まれる可能性があるものは、全て株式投資信託になる。単位型と追加型両方の2つに分けられる。","0"
"株式投資のリスクとリターン","https://www.nomura.co.jp/terms/japan/ka/kabu_rr.html","投資理論","かぶしきとうしのりすくとりたーん","株式投資に限らず投資商品・金融商品に共通する原則として、リスクとリターンは比例する関係にある。株式投資は、銘柄の選定・売買のタイミング等、投資家自身の責任で行われる。投資した株式を売却する際に、株式の値下がりにより投資金額を割り込みキャピタルロスが生じることもあれば、逆に株式が値上がりをしてキャピタルゲインを手にする可能性もある。いずれにせよ不確実性は非常に大きい。例えば、銀行預金は、株式投資とは異なり、銀行が責任を持って利息と元本の支払を保証している。銀行は預金者から預った預金を、企業に貸し出したりして運用をして、収益を上げることを目指す。預金者には、利率どおりの利息を支払う代わりに、当初約束した利率以上に収益が上がったときでも、その超過分は支払わない。逆に、運用がうまくいかずに約束した利率どおりの利息を支払うのが難しいときでも利息の支払を保証している。このように、銀行預金はリスクも小さい代わりに、リターンも小さく（＝確定している）、「ローリスク・ローリターン」である。一方、株式投資は値動きの幅が大きくなりがちで、リスクも大きい代わりに大きなリターンも期待できる（＝確定していない）、つまり、「ハイリスク・ハイリターン」である。","0"
"株式投資のリスク","https://www.nomura.co.jp/terms/japan/ka/kabu_risk.html","リスク・リターン","かぶしきとうしのりすく","期待している収益に対するブレ、つまり、不確実性のことをさす。期待しているリターンが得られない可能性のことである。例えば、年5％の投資利回りを期待していたのに、年3％にとどまってしまった場合などである。逆に10％になったとしたら期待を上回ったので、何の問題もないといえるかもしれないが、期待していた結果が得られていないという点では、この場合も立派なリスクである。つまり、期待していた収益に対し、上にも下にもブレる可能性が、リスクである。株式投資等の資産運用に際しては、様々な種類のリスクがある。中には株式とは直接関係ないものもあるが、回り回って影響を及ぼすものもある。","0"
"株式等振替制度","https://www.nomura.co.jp/terms/japan/ka/A02894.html","制度・法律","かぶしきとうふりかえせいど","一般に、株券が廃止された株式について、「社債、株式等の振替に関する法律」に基づき、振替機関・口座管理機関が作成する振替口座簿の記録により、その権利の帰属を把握する制度をいう。平成21年1月5日以降は、すべての上場株券が電子化され、振替制度を利用して管理されている。振替制度はそれまで上場株券について利用されていた保管振替制度（「保管」がつく）と類似するが、保管振替制度において、発行会社は権利の帰属を株主名簿と実質株主名簿で二元管理していたのに対し、振替制度においては、発行会社は株主名簿のみで一元管理する。","0"
"株式のリスクプレミアム","https://www.nomura.co.jp/terms/japan/ka/risk_pre.html","分析・指標","かぶしきのりすくぷれみあむ","株式の期待収益率のうち、長期国債金利など相対的にリスクが低いとされる安全資産の利回りを上回る部分を指す。危険負担料などと呼ばれることもある。株式などのリスク資産は、安全資産に比べて価格変動リスクが高い。そのようなリスク資産に投資する際には、高めのリスクをとる分、投資家は安全資産を上回る投資収益率を期待することになり、リスクを負担する報酬として割増金（プレミアム）が求められる。なお、株式の期待投資収益率はCAPM（資本資産価格モデル）などを用いて推計できるとされる。","0"
"株式分割","https://www.nomura.co.jp/terms/japan/ka/kabu_bunkatu.html","会社・経営","かぶしきぶんかつ","1株をいくつかに分割し、発行済みの株式数を増やすこと。例えば、1株を2株に分割すると、各株主の持ち株数は自動的に2倍になるが、理論上、1株の価値は半分になるため、資産価値は変わらない。ただし、1株当たりの配当を据え置いたままだと、株主は増配と同じ効果が得られる。原則として、株式分割は取締役会の決議でおこなうことができる。2001年6月の商法改正では、分割後の1単位あたりの純資産が5万円を下回ってはならないなどの規制が撤廃され、従来は認められていなかった大幅な株式分割が可能となった。株式分割により、株数が増え、また理論的に株価が引き下がることで、流動性が高まり、投資家の裾野が広がるものと期待されたのである。しかしながら大幅な株式分割をおこなった銘柄は、株主分割の基準日（新株券を割り当てる株主を確定する日）から効力発生日（新株券が株主の手元に届く日）まで株券が品薄となり、株価が乱高下するケースが目立つようになった。このような株価の乱高下は株式市場にとって望ましいことではないため、全国の取引所は、2005年3月に5分割を超えるような大幅な株式分割の自粛を要請し、また2006年1月からは株式分割の効力発生日を基準日の翌日（それまでは基準日の約50日後であった）にまで大幅に短縮したため、株価乱高下の原因と考えられた株式分割による品薄状況を解消できることとなった。","0"
"株式併合","https://www.nomura.co.jp/terms/japan/ka/kabu_heigo.html","会社・経営","かぶしきへいごう","既存の数個の株式を1株に統合することにより、発行済み株式数を減らす方法。たとえば、2株を1株に併合すると（併合比率2対1）、発行済み株式数は半分になるとともに、理論価格は2倍になる。理論上、株式併合自体は株式価値には、影響を及ぼさない。ただし、株式併合は1株に満たない端株主を増やすなど株主の利益に重大な影響を与えるので、2001年の商法改正以前は、原則として株式併合を禁止し、例外的に資本減少など一定の目的の場合にのみ認められていた。米国では、1990年代の株価上昇局面で、個人投資家の株式投資を促進するために、株式分割を積極的に行い、株価を引き下げた。しかし、2000年以降、株価が低迷すると、逆に、株式併合する企業が増加している。日本では、2001年の商法改正により、単位株制度が廃止され、単元株制度が新たに導入されるなど、株主制度の自由度が高まっている中、株式併合をめぐる法制度も規制緩和が行われた。具体的には、株式併合を必要とする理由を開示して、株主総会の特別決議による承認を得れば、さまざまな目的で実施することが可能となった。","0"
"株式報酬制度","https://www.nomura.co.jp/terms/japan/ka/A03395.html","制度・法律","かぶしきほうしゅうせいど","企業が従業員や役員に株式で報酬を渡す制度で、条件や業績に連動して支給する株式が決定されるインセンティブ報酬制度の一つ。企業の業績や株価が報酬と直接結びつくため、従業員等の仕事の成果に対するモチベーションを引き出し、企業価値向上への意識を高めることにつながる。","0"
"株式無償割当て","https://www.nomura.co.jp/terms/japan/ka/kabushiki_musyou.html","会社・経営","かぶしきむしょうわりあて","株式無償割当てとは、株式分割と同様に、株主の有する株数を増加させる制度で、会社法において、新しく導入されたものである。会社法の施行以前は、株式分割によって、ある株式を有する株主に対し、別の種類の株式を交付することが認められるかどうかが明らかではなかったところ、会社法によって、それを認める制度として導入された。したがって、株式分割は同じ株式を交付する場合のみの制度であり、株式無償割当ては別の種類の株式を交付することもできる制度と整理できる。","0"
"株式持ち合い","https://www.nomura.co.jp/terms/japan/ka/k_mochiai.html","会社・経営","かぶしきもちあい","2つ以上の企業が相互に相手の株を所有すること。経営権の取得、安定株主の形成、企業の集団化、企業間取引の強化、敵対的買収の回避などを目的とする。日本における株式持ち合いの形成は、戦後の財閥解体後から始まり、1960年代の資本の自由化のなかで、外資による企業買収から逃れるために強化されていった。また、1980年代後半のバブル期には、大量のエクイティ・ファイナンスの受け皿として、株式持ち合いが活用された。ところが、1990年代バブル崩壊とともに景気が長期間低迷するなかで、こうした株式持ち合いによる資金繰りの悪化、相互の株価下落による業績への悪影響や非効率性が顕著化し、解消する動きが出てきた。銀行による持ち合い解消売りに伴う株価の下落リスクを抑えるため、銀行等保有株式取得機構（銀行が持ち合いなどで保有している株式を一時的に買い取る機構）が2002年に設置され、株式持ち合いの解消は、さらに進展している。","0"
"株式累積投資","https://www.nomura.co.jp/terms/japan/ka/ruitou.html","株式","かぶしきるいせきとうし","1993年よりスタートし、「るいとう」と呼ばれている。証券会社が、多くの投資家から資金を募り、同一銘柄を共同で買い付ける仕組み。投資家は、1銘柄につき月々1万円などの少額から積立方式で投資できる。定期的に自動買付けされるので、手間がかからず、長期投資向けの商品として普及している。","0"
"株式ロングショート","https://www.nomura.co.jp/terms/japan/ka/A02315.html","取引（売買）","かぶしきろんぐしょーと","ロングは買い、ショートは売りを意味し、割安と評価される株を買う一方で、割高と判断される株を信用取引等で売り建てる投資手法。ヘッジファンドの代表的な運用手法の一つであり、公募の投資信託の中にも運用方針として採用されているものがある。 同一業種の割安株・割高株をペアにし、買いと売りの比重をどちらかに傾けて適用することが多く、株式相場の上げ下げに左右されずに、小幅なリターンを積み上げていく手法だが、買い銘柄が下がり、売り銘柄が値上がりすると、双方で損失が出て結果が裏目となる可能性も排除できない。 株式ロングショートを応用したマーケットニュートラル（市場中立型）という運用手法もある。","0"
"株式","https://www.nomura.co.jp/terms/japan/ka/kabusiki.html","株式","かぶしき","株式会社の株主としての権利を表すもの。株式は、「利潤証券」「支配証券」「物的証券」の3つの側面を有していると考えることができる。（1）利潤証券企業の所有権者は、出資者である株主である。企業の利潤は、株主に帰属する（＝利益配当請求権）。これが「利潤証券」としての株式の側面である。「株価」は基本的に、株式の有する3つの側面に基づいて形成されるといえるが、企業が永続して生産活動を行うことを前提とし、かつ、その企業を経営することが利潤面以外で利益（満足感）を生むことのない企業の株価形成においては、とりわけこの利潤面が重要な役割を果たすことになる。 （2）支配証券株主総会が企業の最高意志決定機関であり、経営決定権限は保有株式数に依存する（＝経営参加権）。これが「支配証券」としての側面である。支配証券の側面は、ある企業の経営権に特別の利益を見出す主体が、利潤等により算出される水準よりも高い価格で株式を取得する場合に、価格形成に直接的な役割を有することになる。企業買収やTOBが行われる場合には、株価にプレミアムが付与されることなどは、この例である。 （3）物的証券企業が解散をした場合には、株主は株式数に応じて、解散処理後残存する企業の純資産を獲得することができる（＝残余財産分配請求権）。これが「物的証券」としての側面である。","0"
"株主還元","https://www.nomura.co.jp/terms/japan/ka/A02098.html","会社・経営","かぶぬしかんげん","企業がその事業活動によって得た利益を配当や自社株買い等で株主に還元すること。その尺度を示す指標には、配当利回りや配当性向などがある。","0"
"株主資本回転率","https://www.nomura.co.jp/terms/japan/ka/kabu_sihonkaiten.html","財務分析","かぶぬししほんかいてんりつ","決算書の数値などを基に、経営を量的に分析する財務諸表分析の一つ。企業が株主資本をどの程度、効率的に活用しているかを表す指標のこと。値が大きいほど、少ない株主資本で大きい売上高を獲得できたことになり、株主資本が効率的に活用されていると判断することができる。株主資本回転率＝売買高÷株主資本","0"
"株主資本コスト","https://www.nomura.co.jp/terms/japan/ka/cos_e.html","財務分析","かぶぬししほんこすと","企業が事業を行うために調達した資本にかかるコストのうち、株主より出資を受けて調達した資本に対するコストのこと。株主資本コストを調達企業側からではなく、投資家の観点からみると、投資家が要求をする最低限の要求収益率と定義することもできる。","0"
"株主資本配当率","https://www.nomura.co.jp/terms/japan/ka/kabunusi_sihon_haitoritu.html","財務分析","かぶぬししほんはいとうりつ","年間の配当総額を株主資本で割って算出する指標で、英語ではDividend on Equity Ratio（略称：DOE）。株主の本来の持分である株主資本に対して、株式会社がどの程度、利益配分による配当を回しているかを示すもので、配当性向とともに株主還元の状況を示す指標の一つである。","0"
"株主資本","https://www.nomura.co.jp/terms/japan/ka/kabu_sihon.html","財務分析","かぶぬししほん","株主が出資した「資本金」や「資本準備金」、それを使って生じた利益の「利益準備金」や「利益剰余金」のこと。資本金だけではなく、利益準備金や剰余金も、株主等の出資者の持ち分であるという考え方に基づいている。自己資本ともいう。","0"
"株主総会","https://www.nomura.co.jp/terms/japan/ka/kabunusisokai.html","会社・経営","かぶぬしそうかい","株主を構成員として、定款の変更、取締役・監査役の選任、会社の解散・合併など、会社の基本的事項について、株式会社の意志を決定する機関である。定時または、臨時に開催される。毎決算期に1回開催されるのを、定時株主総会といい、必要に応じて開催されるのが、臨時株主総会という。株主総会の決議は原則として多数決をもって行われる。","0"
"株主提案権","https://www.nomura.co.jp/terms/japan/ka/kabu_teian.html","会社・経営","かぶぬしていあんけん","株主提案権は、株主が一定の事項（当該株主が議決権を行使することができる事項に限る）を株主総会の目的（議題）とすることを請求する権利（議題提案権）、議題につき株主が提出しようとする議案の要領を招集通知に記載または記録することを請求する権利（議案通知請求権）、および株主総会において議題につき議案を提出することができる権利（議案提案権）を合わせたものをいう。株主提案権は、経営に参加する権利である共益権の一つである。会社法上の公開会社において、議題提案権を行使できるのは、総株主の議決権の1％以上（定款で引下げ可）の議決権、または300個以上（定款で引き下げ可）の議決権を6カ月前（定款で短縮可）から引き続き有する株主に限られる。複数株主の議決権数を合算することによって要件を充足している場合には、当該複数株主による共同提案として請求できる。議題提案権および議案通知請求権の行使については、株主総会の日の8週間（定款で短縮可）前までにおこなわなければならない。議案提案権については、提案した議案が法令または定款に違反する場合や、実質的に同一の議案が総株主の議決権の10分の1以上の賛成を得られなかった日から3年を経過していない場合には、提案することができない。","0"
"株主の権利","https://www.nomura.co.jp/terms/japan/ka/kabu_kenri.html","株式","かぶぬしのけんり","株主が株式会社に対して持つ権利。権利確定日までに取引が成立すると株主の権利を得ることができる。","0"
"株主名簿管理人","https://www.nomura.co.jp/terms/japan/ka/kabu_mei_kanri.html","制度・法律","かぶぬしめいぼかんりにん","株式会社からの委託を受けて、株主名簿の作成、備置きおよびその他の株主名簿に関する事務を、株式会社に代わって行う者のこと。平成18年（2006年）5月1日に施行された会社法によって新しく規定された用語であり、従来の商法における名義書換代理人に相当する。証券代行機関、株式事務代行機関などと称されることもあり、信託銀行などがこの代表例。 株主名簿管理人を置くには、その旨を定款に定める必要があるが、会社法施行時に名義書換代理人を置いていた場合は、これが株主名簿管理人に移行した（定款に株主名簿管理人を置く旨の定めがあるものとみなされた）。","0"
"株主名簿","https://www.nomura.co.jp/terms/japan/ka/kabu_meibo.html","制度・法律","かぶぬしめいぼ","株式の発行会社が、株主を把握するために作成する決定帳簿のこと。株主の氏名、住所、保有株式数、取得年月日等が記録されている。上場株券の場合、すべての株券が振替制度のものと管理されるため、日々の株主の変動についての情報は振替機関等が備える振替口座簿に記録される。そして、会社が定めた基準日等の一定の時点に、振替機関が振替口座簿の情報を発行会社に通知（この通知を一般に「総株主通知」という）することにより、その情報が株主名簿に反映されることになる。上記の通り、日々の株主の変動に関する情報について発行会社は認知していないため、株主提案権や株主による取締役の行為の差止めのような、株式の一定期間の継続保有が要件となる少数株主権が行使された場合、発行会社はその要件を満たすかどうかの判断ができない。そのため、株主は、口座管理機関（主に証券会社）を経由して、振替機関に自己が要件を満たしていることを発行会社に通知すること（この通知を一般に「個別株主通知」という）を請求することができる。この請求がなされた場合、振替制度のデータベースを利用して、他の口座管理機関で保有する株式数や保有期間なども含んで発行会社に保有株式数や増減履歴が通知されるので、発行会社は少数株主権を行使する株主が要件を満たしているかどうかを判断することが可能になる。","0"
"株主優待","https://www.nomura.co.jp/terms/japan/ka/kabunushi.html","株式","かぶぬしゆうたい","株主に対し、株主還元策の一環として、持ち株数に応じて自社製品や優待券、回数券などを無料で配布する制度。株主優待を受け取るには、「権利確定日」に株主である必要がある。","0"
"株主","https://www.nomura.co.jp/terms/japan/ka/kabunusi.html","株式","かぶぬし","株式会社に出資した人または組織のこと。原則として、持ち株数に応じた権利を有する。株主には「自益権」と「共益権」の二つの権利があり、自益権には業績に応じて配当がもらえる利益配当権や、会社が解散する場合、会社に残った財産の分配を受ける権利などが、共益権には株主総会に出席して会社の重要事項の決定について投票できる議決権などがある。","0"
"貨幣数量説","https://www.nomura.co.jp/terms/japan/ka/A01925.html","経済","かへいすうりょうせつ","一般物価（一般的な物価水準）は貨幣供給量（マネーサプライ）と生産量との相対的な大きさによって決まるとする考え方。貨幣数量方程式「貨幣供給量×貨幣流通速度＝一般物価×生産量」で説明される。取引のために必要とされる貨幣の量は、事後的には発行されている貨幣供給量にその回転率（貨幣流通速度）を掛けたものに等しくなるとされる。貨幣流通速度がほぼ一定であると仮定すれば、貨幣供給量は名目の生産額に比例する。もとは古典派経済学の考え方で、生産能力の拡大がない状態で貨幣供給量を増やすと、その分一般物価が上昇しインフレを招くことを説いている。","0"
"下方修正","https://www.nomura.co.jp/terms/japan/ka/downward_re.html","分析・指標","かほうしゅうせい","企業業績について、それまで予想されていた数値より、悪い状況になってきたことを表す。企業業績は、証券会社などのアナリストが予測する数値と企業側の計画数値がある。時間の経過とともに、これらの数値が、従来の予測や計画を下回って推移していることが明らかになり、ある時点で、アナリストや企業が、数値を修正する。このことを下方修正という。株式は、過去の実績の利益ではなく、将来の利益の予想に基づいて価格形成がなされる。その予想を変化させる業績の下方修正は、株価を変動させる要因となる。","0"
